,id,order_number,question,label_1,label_2,label_predict
2273,2274,L743735420170930143645,麻烦帮看一下九华山MSS库存里面的三料缴料里面 的料账员吴敏民修改成吴云云，吴敏民已调离九华山了,,,财辅报账支撑
2274,2275,L743783820171027170222,1710230000009306  台席工号W9014557   录音播放路径为空 麻烦调下录音 谢谢,,,工号权限/密码
2275,2276,L743785820171012160101,包区助手登录后，闪退，卸掉重装仍闪退。工号L7437858，烦请查看处理，谢谢,,,工号权限/密码
2276,2277,L743823520171005171418,KDYX56620121016725申请复机异常  请帮处理  谢谢,,,受理报错
2277,2278,L743833920171008152230,芜湖网络激活异常卡单，请转省公司及时处理,,,订单卡单
2278,2279,L743833920171016091958,W1575723开通系统里面的催装显示乱码，请省公司IT帮忙处理下,,,受理报错
2279,2280,L743865020170814180044,"拍照上传，PDA可以，但有的手机拍过后显示不了照片，不是个别原因。请给处理下，现知道的，华为，OPPO, VIVO都出问题",,,人像采集报错
2280,2281,L743901520170925165425,IPTV5502013155965机顶盒组合变更卡单,,,订单卡单
2281,2282,L743983120170925152552,巢湖中科微小燃气公司光网客房IPTV因分组割接导致无法观看，割接前未报竣   IPTV55120171646658 等业务号见附件。客户经理后来下了移机单试图解决问题，未果。麻烦联系省公司进行分组处理，谢谢！,,,订单卡单
2282,2283,L744015620170930134904,上传证件总是无法获取成功，总提示该订单没有身份证照片信息，请领导们帮忙处理下，急，急，急,,,人像采集报错
2283,2284,L744015620171003164034,请问加装固话，点确定缴费了，总是缴费不了，详情请看下图,,,订单卡单
2284,2285,L744029920170921143331,客户改套餐后，提示异常单，定单号为127536318，请处理，谢谢,,,受理报错
2285,2286,L744029920171005114235,18155659288用户IPTV前期因割接被退单，现无法重新发送，也无法删单重新受理，请处理，用户急催,,,订单删单/撤单
2286,2287,L744058620170930102431,KDYX56620171404411  9.18 IPTV割接待装退单导致现在流程还是退单到CRM状态，现在要安装，请帮忙处理。,,,IPTV退单、删单
2287,2288,L744123920171001110952,18096451666不限量199元加装副卡18055669729最后确定缴费默认预存话费500元   麻烦处理,,,订单卡单
2288,2289,L744190320170918103305,请问15391916509是199不限流量套餐，现在才用流量3072m，怎么就只2G信号,,,流量费用争议
2289,2290,L744190620170927195759,领导们，我是望江，高士装维班长，我工号L7441906，翼运维工号，看不了高士师傅工号下面工单权限。望放开，谢谢，,,,工号权限/密码
2290,2291,L744259820171020100617,删除非现金账本 IPTV5502015214741账户下有个非现金账本240元请领导删除，总是影响用户交费,,,订单删单/撤单
2291,2292,L744271220170930140835,改套餐系统提示：  【错误编码：020079】集团营业受理后台异常：【营业后台数据异常】【olId=150076615918】【销售品退订】【boId=151534108335】OoRoles节点没有数据【营业后台数据异常】【olId=150076615918】【销售品退订】【boId=151534108335】OoRoles节点没有数据【营业后台数据异常】【olId=150076615918】【销售品退订】【boId=151534108335】OoRoles节点没有数据【营业后台数据异常】【olId=1,,,受理报错
2292,2293,L744271220171003094338,255925635 退订无法确认提交 麻烦删单,,,订单删单/撤单
2293,2294,L744286320170919094442,15385422906 元159套餐 改为199省内不限量，无法选择使用人客户,,,改签不限量套餐
2294,2295,L744300020171001150832,帮忙加一下可选包    省内不限量副卡10元   18955739386,,,改签不限量套餐
2295,2296,L744300020171011100941,18955739386是省内不限量99套餐的副卡 帮忙加一下10元副卡功能包 小前台系统选不到 谢谢，辛苦了。,,,改签不限量套餐
2296,2297,L744335920171005100858,用户新装爱家129，身份证查了已实名，可是系统说未实名，麻烦查下原因,,,未实名
2297,2298,L744343720171010093421,TZ00002017100720595538 受理号码：17375051836号码 受理内容:用户反映参加暑期办卡用户专享！即日起至9月29日，通过任意方式（网厅、微信、支付宝、营业厅、缴费卡等）给本号码一次性预存50元及以上话费（需缴清历史欠费），次月起每月赠送40元话费，连送3个月（返还费用不可冲减国际漫游及SP费用）！每人限参与1次！   这个活动，缴费50元，这个月一直没有返还，要求核实具体返还时间，核实用户该短信上级网元代码为20160901，账号描述为营销短信企信刘伦亮15309697580；,,,订单卡单
2298,2299,L744347920171002095004,TZ00002017100220565056  17719302307  宿州 用户反映自己手机是29元的套餐，但是本月扣了39元的月租，烦请企信核实原因 ,,,电子流与易支撑重复派单
2299,2300,L744347920171005085558,"TZ00002017100420582551  15395572852  宿州 用户来电称本机号码办理的是米粉卡3元日租的，办理时候没有告知本月会赠送省内流量,总量：24118.73G，现在没有办法确定是否可以使用.在线查询米粉卡使用流量记录：省内流量：按照3元/日收取，省内流量不限量。当天未产生省内流量不收费。烦请核实用户套餐内赠送的省内流量,总量：24118.73G，本月是否可以使用",,,流量费用争议
2300,2301,L744347920171009173747,TZ00002017100920604931  17355790726  宿州用户 否认订购两个国内4G流量年包600元12G流量包，集团回复用户办理前我部是为用户下发过验证码的。是需用户二次确认并自行输入验证码后才可办理成功的。烦请省内核实是否有及时为用户下发订购成功短信记录。此流量包为省内扣费，若用户对此费用强烈不认可 请省内自行核实是否可以酌情处理 ，我部核实用户流量包并无使用记录，烦请核实是否可以将用户流量包做失效处理,,,流量费用争议
2301,2302,L744373020171002151319,TZ00002017100220569631淮北用户18956115735为天翼大众套餐基础包套餐，知识库无介绍，用户要求核实套餐的具体内容资费情况，烦请企信协助核实提供“计费策略描述的内容”,,,电子流与易支撑重复派单
2302,2303,L744373020171008103629,TZ00002017100820598416淮南用户17355474535反映基站问题，烦请企信协助调取用户通话基站清单,,,电子流与易支撑重复派单
2303,2304,L744373020171008113748,TZ00002017100820599043淮南用户17709646589反映在今年4月7月8月手机都没有下发短信，但是分别产生了0.5元0.1元0.3元的短信费用，烦请企信协助调取短信下发记录,,,电子流与易支撑重复派单
2304,2305,L744373020171012161610,TZ00002017101220626158宿州用户17358009499反映自己在10月12号接到的10000号回电，要求再次联系，万号系统未查询到，非万号联系，烦请企信协助核实呼叫渠道工号,,,工号权限/密码
2305,2306,L744375520171008172659,工号H8155104做工单，到人像采集，左边身份证出现波浪纹，见附件。系统重做了人像采集，还是不行，比对不通过,,,人像采集报错
2306,2307,L744375520171009090135,客户18955672319变更套餐时，营业员误删除爱家翼支付红包预存240元，麻烦领导把失效时间补到2018-06月。,,,订单删单/撤单
2307,2308,L744527620171004160537,订单号113801893  一直在开通中，请帮忙处理，谢谢,,,订单卡单
2308,2309,L744830920171007142321,1800562366换卡神器换卡提示卡号错误，,,,受理报错
2309,2310,L744836820171008113627,用户新装副卡，人像采集无法通过,,,人像采集报错
2310,2311,L744836820171009102724,人像采集过不了,,,人像采集报错
2311,2312,L744836820171015154215,"17729956193,长时间没用，处于冷冻期，麻烦解冻",,,OCS冷冻期解冻
2312,2313,L744836820171017095925,拿饭帮我这个客户编码资料删除，256301862634，我删除不了，,,,订单删单/撤单
2313,2314,L744836820171017143900,麻烦帮我把今天我缴费的号码全部发给我看一下好吗，工号：L7448368，谢谢,,,工号权限/密码
2314,2315,L744836820171021101325,"256301658438   256305956156,合并客户编码，保留256301658438",,,客户编码合并
2315,2316,L744836820171026131102,麻烦帮我把这个客户编码的资料删除，256300640607，,,,订单删单/撤单
2316,2317,L744841120170919162914,18098526922 用户159融合拆机，显示异常，麻烦查看下，谢谢,,,受理报错
2317,2318,L745449020171007144254,17755094892 用户改99不限量报错 错误编码【080015】省份异常：【省份错误】流水【1000000200201710071574640265】省份上传的【销售品】集团实例长编码【993000150013593325】在集团数据库已有对应的省内实例ID【1169762352】。本次省份上传的为地区【8341100】的省内实例ID【169762352】【省份错误】流水【1000000200201710071574640265】省份上传的【销售品】集团实例长编码【99300015001359332,,,改签不限量套餐
2318,2319,L745456220171016175408,拆机报错15385607512,,,受理报错
2319,2320,L745461320171024153809,H8516233，外呼工号需要解锁，麻烦处理，谢谢,,,工号权限/密码
2320,2321,L745461320171026153922, 工号：H8164537 被锁定，请解锁 ,,,工号权限/密码
2321,2322,L745461420171007154838,错误编码【080015】省份异常：【transactionID=1000000200201710071574952237】【省份错误】省份上传的第5个prodOfferInst对象中存在多个相同的集团销售品实例【id=993000150022560029】!【省份错误】省份上传的第6个prodOfferInst对象中存在多个相同的集团销售品实例【id=993000150022560030】!【省份错误】省份上传的第7个prodOfferInst对象中存在多个相同的集团销售品实例【id=9930001500,,,受理报错
2322,2323,L745468820171004151934,马鞍山13305550117，用户想要变更不限量199套餐，想要保留一卡双号，咨询变更套餐能否保留一卡双号，前期派企信核实回复：199元不限量与一卡双号业务这两个套餐没有互斥关系 不会强制退订，但是分公司反映前台办理时页面会提示必须要取消一卡双号业务，烦请转省企信核实用户退订一卡双号后变更省内不限量199套餐，一卡双号业务能否再受理成功。电子流单：TZ00002017100320574212,,,改签不限量套餐
2323,2324,L745470420171001102444,合肥17719498938 用户今天通过淘宝充值1G流量，流量展示没有，烦请核实处理,,,流量费用争议
2324,2325,L745470420171003171153,合肥用户17730226007办理2个10元3G省内假日流量，为何累积量只展示1个，烦请核实处理,,,流量费用争议
2325,2326,L745471020171010114345,宣城 18105633966 用户取消一卡双号业务，提示有在途单，烦请企信删除在途单，谢谢,,,订单删单/撤单
2326,2327,L745471020171018093726,蚌埠18955270938用户反映自己的手机无法走上定向流量，历史单创新回复：用户使用的是VPN，故不会走上定向流量。.用户称自己9月可正常走上。烦请核实原因,,,流量费用争议
